molecule_id,created_on,updated_on,hid,smiles,smiles_wo_block,commercially_available,CAS,molecule_type_id
2d83fadb-4b36-42a3-a29d-1ff30b8972d6,2022-01-18T13:09:02.839161,2022-01-18T13:09:02.839161,C001,BrC1=CC=C(C2=CC=C(Br)C=C2)C=C1,Cc1ccc(-c2ccc(C)cc2)cc1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
d84002d6-88ab-4007-80e3-629404e64478,2022-01-18T13:09:11.029798,2022-01-18T13:09:11.029798,C002,IC1=CC=C(C=C1)I,Cc1ccc(C)cc1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
c995b067-f927-40cc-98ce-f067b07ef086,2022-01-18T13:09:19.129464,2022-01-18T13:09:19.129464,C003,BrC1=CC(C)=C(C=C1C)Br,Cc1cc(C)c(C)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
26c859cf-a527-4d48-aa3c-97f91b49073d,2022-01-18T13:09:28.844210,2022-01-18T13:09:28.844210,C004,BrC1=C(C(F)=C(C(F)=C1F)C2=C(C(F)=C(C(F)=C2F)Br)F)F,Cc1c(F)c(F)c(-c2c(F)c(F)c(C)c(F)c2F)c(F)c1F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
76d1382a-9290-49c6-8868-642282178219,2022-01-18T13:09:41.421441,2022-01-18T13:09:41.421441,C005,BrC1=CC=C(C2=C1)C3=C(C2(C)C)C=C(Br)C=C3,Cc1ccc2c(c1)C(C)(C)c1cc(C)ccc1-2,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
05363cc8-5e01-4253-ac1c-a7b072bbb49b,2022-01-18T13:09:49.576200,2022-01-18T13:09:49.576200,C006,BrC1=CC=C(C2=C1)C3=C(C2=O)C=C(Br)C=C3,Cc1ccc2c(c1)C(=O)c1cc(C)ccc1-2,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
3762294e-0f0a-4d6d-bc4f-1a22b90f5c7d,2022-01-18T13:09:57.715869,2022-01-18T13:09:57.715869,C007,BrC1=CC=C2C3=C(NC2=C1)C=C(Br)C=C3,Cc1ccc2c(c1)[nH]c1cc(C)ccc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b43907c3-83d8-4f12-8557-c288aa73e579,2022-01-18T13:10:05.757040,2022-01-18T13:10:05.757040,C008,BrC1=C2C(C=CC=C2)=C(C3=CC=CC=C31)Br,Cc1c2ccccc2c(C)c2ccccc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
bdf2d65b-5a44-4027-9e3a-711bf83cf8af,2022-01-18T13:10:13.852927,2022-01-18T13:10:13.852927,C009,BrC1=C2C(C=CC=C2)=C(C3=CC=CC=C31)C4=C5C=CC=CC5=C(C6=C4C=CC=C6)Br,Cc1c2ccccc2c(-c2c3ccccc3c(C)c3ccccc23)c2ccccc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
c9ad9ef7-4029-43f8-92ba-b7f3e30dc151,2022-01-18T13:10:21.930532,2022-01-18T13:10:21.930532,C010,BrC1=CC=C2C=C(C=CC2=C1)Br,Cc1ccc2cc(C)ccc2c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
6df57580-8d42-45a5-b5c8-6895aea01dd0,2022-01-18T13:10:30.029613,2022-01-18T13:10:30.029613,C011,BrC1=CC2=C(S1)C=C(Br)S2,Cc1cc2sc(C)cc2s1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ca41ee1c-2dac-4c12-89f3-72e49485509d,2022-01-18T13:10:38.146932,2022-01-18T13:10:38.146932,C012,BrC1=CC=C(C2=NSN=C21)Br,Cc1ccc(C)c2nsnc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ca36fd95-9336-4a81-96ad-bacd365026ee,2022-01-18T13:10:46.349323,2022-01-18T13:10:46.349323,C013,BrC1=CN=C(C2=NSN=C21)Br,Cc1cnc(C)c2nsnc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
338fe5c0-2ac2-4742-9fac-b183065871e6,2022-01-18T13:10:54.489212,2022-01-18T13:10:54.489212,C014,FC1=C(C(F)=C(C(F)=C1Br)F)Br,Cc1c(F)c(C)c(F)c(F)c1F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b4f3c922-7b1d-46c9-9f70-1b20a80b6578,2022-01-18T13:11:02.698694,2022-01-18T13:11:02.698694,C015,NC1=C(C=CC(Br)=C1)C2=CC=C(C=C2N)Br,Cc1ccc(-c2ccc(C)cc2N)c(N)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
a51f170b-2355-4d10-9567-b7ab304bfa3a,2022-01-18T13:11:10.877990,2022-01-18T13:11:10.877990,C016,BrC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)Br,Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ae3fa8ef-7627-4fb4-96b6-e0be870ee52e,2022-01-18T13:11:19.067227,2022-01-18T13:11:19.067227,C017,BrC1=CC=C(C=C1)C2=C(C=C(C(C)=C2)C3=CC=C(C=C3)Br)C,Cc1ccc(-c2cc(C)c(-c3ccc(C)cc3)cc2C)cc1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
d9a405a7-f946-4225-bb67-f11e2ab6afcc,2022-01-18T13:11:27.130652,2022-01-18T13:11:27.130652,C018,BrC1=CC=C(C=C1F)Br,Cc1ccc(C)c(F)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
be74f159-3f9f-4035-9b13-d1c2d9765475,2022-01-18T13:11:35.264769,2022-01-18T13:11:35.264769,C019,BrC1=C(C(F)=C(C(F)=C1F)Br)F,Cc1c(F)c(F)c(C)c(F)c1F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
58b85dc9-cc05-4a2c-985d-912db5916542,2022-01-18T13:11:43.502026,2022-01-18T13:11:43.502026,C020,BrC1=CC(OC)=C(C=C1OC)Br,COc1cc(C)c(OC)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
00560c08-7d7c-4b1f-9203-931fa96c2dcc,2022-01-18T13:11:51.629409,2022-01-18T13:11:51.629409,C021,BrC1=CC=C(C=C1C(F)(F)F)Br,Cc1ccc(C)c(C(F)(F)F)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
d92db27b-c701-4fd5-8904-40457e9f38c6,2022-01-18T13:11:59.847645,2022-01-18T13:11:59.847645,C022,BrC1=CC=C(C=C1[N+]([O-])=O)Br,Cc1ccc(C)c([N+](=O)[O-])c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
12f46719-5dd9-471f-b9d5-53006acb4e8f,2022-01-18T13:12:08.022667,2022-01-18T13:12:08.022667,C023,BrC1=CC=C(C=C1N)Br,Cc1ccc(C)c(N)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
9c4660e8-03f3-48c7-be78-59fb9fb4abfd,2022-01-18T13:12:16.221485,2022-01-18T13:12:16.221485,C024,BrC1=CC=C(C2=C1N=CC=N2)Br,Cc1ccc(C)c2nccnc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
570790ab-f9dc-4b70-8544-dfd098ca5d23,2022-01-18T13:12:24.402170,2022-01-18T13:12:24.402170,C025,BrC1=CC=C(S1)Br,Cc1ccc(C)s1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ef5b48e8-7fb4-4ae7-9a2f-f3e82a5bada0,2022-01-18T13:12:32.594634,2022-01-18T13:12:32.594634,C026,BrC1=C(C([N+]([O-])=O)=C(S1)Br)[N+]([O-])=O,Cc1sc(C)c([N+](=O)[O-])c1[N+](=O)[O-],False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
841a5f74-4ec4-4786-9cbc-3dc945145edb,2022-01-18T13:12:40.710711,2022-01-18T13:12:40.710711,C027,BrC1=C2OCCOC2=C(S1)Br,Cc1sc(C)c2c1OCCO2,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f8c9d410-7ae9-4c2d-a8ae-959c713c4453,2022-01-18T13:12:48.829258,2022-01-18T13:12:48.829258,C028,BrC1=CC(F)=C(C=C1F)Br,Cc1cc(F)c(C)cc1F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ebe76062-f7b1-41a3-b834-98a1f4f69d64,2022-01-18T13:12:56.924337,2022-01-18T13:12:56.924337,C029,BrC1=CC=C(C=C1C)Br,Cc1ccc(C)c(C)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
0fa77321-78a5-4855-aef4-63e6927828c6,2022-01-18T13:13:05.198649,2022-01-18T13:13:05.198649,C030,BrC1=CC=C(C=C1C(O)=O)Br,Cc1ccc(C)c(C(=O)O)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
51a59025-ccdb-45ea-8a7c-e6ab869b08a5,2022-01-18T13:13:14.501936,2022-01-18T13:13:14.501936,C031,BrC1=CC=C(N=N1)Br,Cc1ccc(C)nn1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
bede2f74-e6fc-4e7a-aa30-0690f613dbdc,2022-01-18T13:13:22.650869,2022-01-18T13:13:22.650869,C032,BrC1=CC(C(F)(F)F)=C(C=N1)Br,Cc1cc(C(F)(F)F)c(C)cn1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
c6e2542f-0d4b-44ef-95d4-92d3649604ae,2022-01-18T13:13:30.781919,2022-01-18T13:13:30.781919,C033,Brc1cnc(Br)nc1,Cc1cnc(C)nc1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
5b92973e-a494-429f-a7a6-ae45a421bcfb,2022-01-18T13:13:39.009125,2022-01-18T13:13:39.009125,C034,BrC1=CC=C2C=CC(Br)=CC2=C1,Cc1ccc2ccc(C)cc2c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
1728f4d9-627d-46fd-872d-46dfaa3d65a7,2022-01-18T13:13:47.152405,2022-01-18T13:13:47.152405,C035,BrC1=C(C=CC=C1)C2=CC=CC=C2Br,Cc1ccccc1-c1ccccc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
36ca110f-4438-4f57-a57d-8dff3fbe76d5,2022-01-18T13:13:55.455989,2022-01-18T13:13:55.455989,C036,BrC1=CC=CC(Br)=C1,Cc1cccc(C)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
8b79f38e-21d8-4aef-8b56-0d31b6272b19,2022-01-18T13:14:03.851100,2022-01-18T13:14:03.851100,C037,BrC1=C(SC=C1)C2=C(C=CS2)Br,Cc1ccsc1-c1sccc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
400ac899-e81c-46f0-9457-0b2cb9626ed6,2022-01-18T13:14:12.238487,2022-01-18T13:14:12.238487,C038,BrC1=CC=C(C2=CC=C(S2)C3=CC=C(S3)Br)S1,Cc1ccc(-c2ccc(-c3ccc(C)s3)s2)s1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f593fcd2-3967-4767-b008-693b3a5c6951,2022-01-18T13:14:20.379463,2022-01-18T13:14:20.379463,C039,BrC1=CC=CC(C2=NC(C3=CC=CC(Br)=N3)=CC=C2)=N1,Cc1cccc(-c2cccc(-c3cccc(C)n3)n2)n1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f014754d-1241-44f0-9f6c-df88400f1fa0,2022-01-18T13:14:28.657194,2022-01-18T13:14:28.657194,C040,BrC1=CC=CC(C2=NC(Br)=CC=C2)=N1,Cc1cccc(-c2cccc(C)n2)n1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
cb45280f-c38d-415d-9b28-66c68aafe659,2022-01-18T13:15:08.851962,2022-01-18T13:15:08.851962,C041,BrC1=NC(Br)=CC=C1,Cc1cccc(C)n1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
efb8a75c-0891-4cb6-ab06-b57d5f995dca,2022-01-18T13:15:16.924742,2022-01-18T13:15:16.924742,C042,BrC1=CC(O)=C(C=C1O)Br,Cc1cc(O)c(C)cc1O,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
94068078-3476-4337-911a-ab10fc27cc7f,2022-01-18T13:15:24.979539,2022-01-18T13:15:24.979539,C043,BrC1=CC(F)=C(C2=NSN=C21)Br,Cc1cc(F)c(C)c2nsnc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
9627fbe4-49e6-4aae-8df7-dce9faec3d3f,2022-01-18T13:15:33.142786,2022-01-18T13:15:33.142786,C044,BrC1=CC(S(=O)(F)=O)=C(Br)C=C1,Cc1ccc(C)c(S(=O)(=O)F)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f4d3907c-17e3-48a5-b5c3-5d2d51346b1c,2022-01-18T13:15:41.473411,2022-01-18T13:15:41.473411,C045,OCc1cc(Br)nc(Br)c1,Cc1cc(CO)cc(C)n1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
35fe1986-33b8-4fd7-8583-6cd98451ad54,2022-01-18T13:15:49.912313,2022-01-18T13:15:49.912313,C046,Fc1cc(OCc2ccccc2)c(Br)cc1Br,Cc1cc(C)c(OCc2ccccc2)cc1F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
90acb635-cb34-41d8-b4ed-b639e4c5d1d2,2022-01-18T13:15:58.574469,2022-01-18T13:15:58.574469,C047,FC(F)(F)Oc1ccc(Br)c(Br)c1,Cc1ccc(OC(F)(F)F)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
debcf10c-3034-4ec7-b7f6-df1aebb91075,2022-01-18T13:16:06.987642,2022-01-18T13:16:06.987642,C048,CS(=O)(=O)c1ccc(Br)c(Br)c1,Cc1ccc(S(C)(=O)=O)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
eb2522e5-2b33-4edc-b6a5-b4e1fbd7839d,2022-01-18T13:16:15.236070,2022-01-18T13:16:15.236070,C049,FC(F)(F)Oc1cc(Br)cc(Br)c1,Cc1cc(C)cc(OC(F)(F)F)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
8d05c14d-fb3d-40b6-b2e2-7c56e250291e,2022-01-18T13:16:23.449785,2022-01-18T13:16:23.449785,C050,FC(F)(F)c1cc(Br)cc(Br)c1,Cc1cc(C)cc(C(F)(F)F)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
426661c1-19f9-498d-a339-ec5d9b0fa9f4,2022-01-18T13:16:31.703645,2022-01-18T13:16:31.703645,C051,COC(=O)c1nc(N)c(Br)cc1Br,COC(=O)c1nc(N)c(C)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
3b25f007-8daa-4f50-97b6-b5c4741683d7,2022-01-18T13:16:40.176459,2022-01-18T13:16:40.176459,C052,CS(=O)(=O)c1cc(Br)cc(Br)c1,Cc1cc(C)cc(S(C)(=O)=O)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
f9bc9a1d-bcae-4b3a-ab8a-bb0d537eedfb,2022-01-18T13:16:48.463316,2022-01-18T13:16:48.463316,C053,Brc1cc(Br)cc(Oc2ccccc2)c1,Cc1cc(C)cc(Oc2ccccc2)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
1d418ffa-ecf0-4b48-9852-697897c045fc,2022-01-18T13:16:56.815176,2022-01-18T13:16:56.815176,C054,CC(C)(C)c1cc(Br)cc(Br)c1,Cc1cc(C)cc(C(C)(C)C)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
27050448-710b-4bb1-bfbf-d490abb39a68,2022-01-18T13:17:05.804175,2022-01-18T13:17:05.804175,C055,Cc1c(Br)ccc(Br)c1C,Cc1ccc(C)c(C)c1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
4e8ea2c3-ee5d-456b-88a8-44ff37e38c4f,2022-01-18T13:17:14.402715,2022-01-18T13:17:14.402715,C056,CCCCCCCCCCOc1cc(Br)c(OCCCCCCCCCC)cc1Br,CCCCCCCCCCOc1cc(C)c(OCCCCCCCCCC)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
a6cba4b9-19c7-4d91-87b7-e3ab86952c58,2022-01-18T13:17:23.060737,2022-01-18T13:17:23.060737,C057,CCc1cc(Br)c(CC)cc1Br,CCc1cc(C)c(CC)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
6fd4d7a4-b771-4a33-a660-9dd247185b78,2022-01-18T13:17:31.950628,2022-01-18T13:17:31.950628,C058,CCCCCCc1cc(Br)c(CCCCCC)cc1Br,CCCCCCc1cc(C)c(CCCCCC)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
be464ffd-4574-47b3-b3e0-a962cd8762cd,2022-01-18T13:17:40.563116,2022-01-18T13:17:40.563116,C059,CCc1cc(Br)ccc1Br,CCc1cc(C)ccc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
abec34ba-3d7c-49f2-bdd7-c44fb1d3e8ad,2022-01-18T13:17:49.202869,2022-01-18T13:17:49.202869,C060,Fc1cc(Br)cc(F)c1Br,Cc1cc(F)c(C)c(F)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
533f2297-ef24-4a3e-8c8b-4ae606d56288,2022-01-18T13:17:57.772471,2022-01-18T13:17:57.772471,C061,Brc1ccc(Br)c2ccccc12,Cc1ccc(C)c2ccccc12,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b01255cd-0e63-4dd0-9fcd-3b0bcda4ff2a,2022-01-18T13:18:05.880396,2022-01-18T13:18:05.880396,C062,Fc1c(Br)cc(Br)c(F)c1F,Cc1cc(C)c(F)c(F)c1F,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
ebcd79a7-f8ee-4c45-a282-600776cc39ee,2022-01-18T13:18:32.395247,2022-01-18T13:18:32.395247,C065,Cc1csc(Br)c1Br,Cc1csc(C)c1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b92b0cf5-783c-4b1e-ac23-df00093ddace,2022-01-18T13:18:40.690283,2022-01-18T13:18:40.690283,C066,Cc1cnc(Br)c(Br)c1,Cc1cnc(C)c(C)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
2f46494a-8fab-45d6-86f3-e594a1de3af2,2022-01-18T13:18:49.310949,2022-01-18T13:18:49.310949,C067,COc1cccc(Br)c1Br,COc1cccc(C)c1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
92f753f3-e692-493b-9b61-f48012c52e81,2022-01-18T13:18:57.699624,2022-01-18T13:18:57.699624,C068,Brc1sc2ccccc2c1Br,Cc1sc2ccccc2c1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
9451279f-61f4-43d2-b630-70ee38698d34,2022-01-18T13:19:06.510873,2022-01-18T13:19:06.510873,C069,Brc1ccoc1Br,Cc1ccoc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
56573d63-09dd-4539-9429-c33fe188d808,2022-01-18T13:19:15.028733,2022-01-18T13:19:15.028733,C070,Brc1ccsc1Br,Cc1ccsc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
e290d27f-f2df-4926-accb-78d44fbcf3c8,2022-01-18T13:19:23.372035,2022-01-18T13:19:23.372035,C071,Fc1ccc(Br)cc1Br,Cc1ccc(F)c(C)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
0cdc3d42-0a0b-44de-8169-75dc881153d4,2022-01-18T13:19:32.438095,2022-01-18T13:19:32.438095,C072,CSc1cc(F)c(Br)cc1Br,CSc1cc(F)c(C)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b3761ed1-2689-49c3-82f9-93ef5c85a922,2022-01-18T13:19:40.647525,2022-01-18T13:19:40.647525,C073,Nc1c(Br)cc(Br)cc1C(F)(F)F,Cc1cc(C)c(N)c(C(F)(F)F)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
55336b4a-efb3-4500-8cb9-919fe65ccc67,2022-01-18T13:19:48.840129,2022-01-18T13:19:48.840129,C074,Cc1cc(Br)cc(Br)c1O,Cc1cc(C)c(O)c(C)c1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
1d975668-996e-4368-9852-3e019f7c339b,2022-01-18T13:20:13.417862,2022-01-18T13:20:13.417862,C077,CNc1ccc(Br)cc1Br,CNc1ccc(C)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
9aa04dfe-4b50-44f8-8cca-f582e340fa92,2022-01-18T13:20:21.632820,2022-01-18T13:20:21.632820,C078,Brc1csc(Br)n1,Cc1csc(C)n1,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
b8aa4453-9c87-420b-b728-0776a28fe7bc,2022-01-18T13:20:45.980747,2022-01-18T13:20:45.980747,C081,CCCCCCc1c(Br)sc(Br)c1CCCCCC,CCCCCCc1c(C)sc(C)c1CCCCCC,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
a6457c59-05c1-4e3e-ab60-cbb9e283740f,2022-01-18T13:21:18.965499,2022-01-18T13:21:18.965499,C085,CCCCCCCCCCCCc1cc(Br)sc1Br,CCCCCCCCCCCCc1cc(C)sc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
5e4a15d4-0894-4b3f-987c-f800cb8a4d28,2022-01-18T13:21:27.269845,2022-01-18T13:21:27.269845,C086,CCCCCCc1cc(Br)sc1Br,CCCCCCc1cc(C)sc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
e1408d83-28ed-4df0-a7bb-f77db56f4dcd,2022-01-18T13:22:00.062564,2022-01-18T13:22:00.062564,C090,COc1cc(Br)c(F)cc1Br,COc1cc(C)c(F)cc1C,False,,85e4af58-6d1e-49cb-88bd-7efe7773bb64
